Fuente,Tipo,Tipo Colav,Entidad Actual,COAR Contolled Vocabularies for Repositories,Tab interface,link impactu,% sobre artículos Udea,count,Notas
scienti,"2: Producción técnica 25: Regulación, norma, reglamento o legislación 254: Técnica 2546: Servicio",,,,,,,,
scienti,"2: Producción técnica 25: Regulación, norma, reglamento o legislación 255: Guía de práctica clínica ",,,,,,,,
scienti,"2: Producción técnica 25: Regulación, norma, reglamento o legislación 256: Proyecto de ley ",,,,,,,,
scienti,"2: Producción técnica 25: Regulación, norma, reglamento o legislación 258: Protocolo de atención a pacientes ",,,,,,,,
scienti,"2: Producción técnica 25: Regulación, norma, reglamento o legislación 259: Manuales y modelos de atención a víctimas ",,,,,,,,
scienti,"2: Producción técnica 25: Regulación, norma, reglamento o legislación 25A: Acto legislativo ",,,,,,,,
scienti,2: Producción técnica 26: Diseño Industrial  ,,,,,,,,
scienti,2: Producción técnica 27: Planta piloto  ,,,,,,,6604,
scienti,2: Producción técnica 28: Prototipo 281: Industrial ,,works_misc,,,,,,
scienti,2: Producción técnica 28: Prototipo 282: Servicios ,,,,,,,,
scienti,2: Producción técnica 29: Reglamento Técnico  ,,,,,,,,
scienti,"2: Producción técnica 2A: Cartas, mapas o similares 2A1: Aerofotograma ",,,,,,,,
scienti,"2: Producción técnica 2A: Cartas, mapas o similares 2A2: Carta ",,,,,,,,
scienti,"2: Producción técnica 2A: Cartas, mapas o similares 2A3: Fotograma ",,,,,,,,
scienti,"2: Producción técnica 2A: Cartas, mapas o similares 2A4: Mapa ",,,,,,,,
scienti,"2: Producción técnica 2A: Cartas, mapas o similares 2A9: Otra ",,,,,,,,
scienti,2: Producción técnica 2B: Cursos de corta duración dictados 2B1: Extensión extracurricular ,,,,,,,,
scienti,2: Producción técnica 2B: Cursos de corta duración dictados 2B2: Perfeccionamiento ,,,,,,,,
scienti,2: Producción técnica 2B: Cursos de corta duración dictados 2B3: Especialización ,,,,,,,,
scienti,2: Producción técnica 2B: Cursos de corta duración dictados 2B9: Otro ,,,,,,,,
scienti,2: Producción técnica 2D: Editoración o revisión 2D1: Libro ,,,,,,,,
scienti,2: Producción técnica 2D: Editoración o revisión 2D2: Anales ,,,,,,,,
scienti,2: Producción técnica 2D: Editoración o revisión 2D3: Catálogo ,,,,,,,,
scienti,2: Producción técnica 2D: Editoración o revisión 2D4: Compilación ,,,,,,,,
scienti,2: Producción técnica 2D: Editoración o revisión 2D5: Enciclopedia ,,,,,,,,
scienti,2: Producción técnica 2D: Editoración o revisión 2D6: Revista ,,,,,,,,
scienti,2: Producción técnica 2D: Editoración o revisión 2D9: Otro ,,,,,,,,
scienti,2: Producción técnica 2E: Mantenimiento de obras artísticas 2E1: Conservación ,,,,,,,,
scienti,2: Producción técnica 2E: Mantenimiento de obras artísticas 2E9: Otro ,,,,,,,,
scienti,2: Producción técnica 2G: Organización de eventos 2G1: Concierto ,,,,,,,,
scienti,2: Producción técnica 2G: Organización de eventos 2G2: Concurso ,,,,,,,,
scienti,2: Producción técnica 2G: Organización de eventos 2G3: Congreso ,,,,,,,,
scienti,2: Producción técnica 2G: Organización de eventos 2G4: Exposición ,,,,,,,,
scienti,2: Producción técnica 2G: Organización de eventos 2G5: Festival ,,,,,,,,
scienti,2: Producción técnica 2G: Organización de eventos 2G6: Seminario ,,,,,,,,
scienti,2: Producción técnica 2G: Organización de eventos 2G7: Simposio ,,,,,,,,
scienti,2: Producción técnica 2G: Organización de eventos 2G8: Taller ,,,,,,,,
scienti,2: Producción técnica 2G: Organización de eventos 2G9: Otro ,,,,,,,,
scienti,2: Producción técnica 2G: Organización de eventos 2GA: Encuentro ,,,,,,,,
scienti,2: Producción técnica 2H: Multimedia 2H1: Entrevista ,,,,,,,,
scienti,2: Producción técnica 2H: Multimedia 2H2: Mesa redonda ,,,,,,,,
scienti,2: Producción técnica 2H: Multimedia 2H3: Comentario ,,,,,,,,
scienti,2: Producción técnica 2H: Multimedia 2H4: Base de datos o repositorio para investigación ,,,,,,,,
scienti,2: Producción técnica 2H: Multimedia 2H9: Otro ,,,,,,,,
scienti,2: Producción técnica 2I: Informes de investigación  ,Informe de investigación,works,Controlled Vocabularies for Repositories: research report,productos,,,,"Ejemplo. Corresponde a Minciencias ""Apropiación social del conocimiento y divulgación pública de la ciencia:   Informe Final de Investigación"""
scienti,2: Producción técnica 2J: Presentación de trabajo 2J1: Comunicación ,,,,,,,,
scienti,2: Producción técnica 2J: Presentación de trabajo 2J2: Conferencia ,,,,,,,,
scienti,2: Producción técnica 2J: Presentación de trabajo 2J3: Congreso ,,,,,,,,
scienti,2: Producción técnica 2J: Presentación de trabajo 2J4: Seminario ,,,,,,,,
scienti,2: Producción técnica 2J: Presentación de trabajo 2J5: Simposio ,,,,,,,,
scienti,2: Producción técnica 2J: Presentación de trabajo 2J6: Ponencia ,,,,,,,,
scienti,2: Producción técnica 2J: Presentación de trabajo 2J9: Otro ,,,,,,,,
scienti,2: Producción técnica 2K: Variedad vegetal  ,,,,,,,,
scienti,2: Producción técnica 2L: Variedad animal  ,,,,,,,,
scienti,2: Producción técnica 2M: Esquema de circuito integrado  ,,,,,,,,
scienti,2: Producción técnica 2N: Innovaciones generadas de producción empresarial 2N1: Organizacional ,,,,,,,,
scienti,2: Producción técnica 2N: Innovaciones generadas de producción empresarial 2N2: Empresarial ,,,,,,,,
scienti,2: Producción técnica 2O: Empresa de base tecnológica 2O1: Spin-off ,,,,,,,,
scienti,2: Producción técnica 2O: Empresa de base tecnológica 2O2: Start-up ,,,,,,,,
scienti,2: Producción técnica 2P: Impresa 2P1: Cartilla ,Artículo,works,Resource Types: journal article,productos,,,,"Issue: Corresponde a Minciencias: ""Generación de contenido impresa"""
scienti,2: Producción técnica 2P: Impresa 2P2: Boletín ,Artículo,works,Resource Types: journal article,productos,,,,"Issue: Corresponde a Minciencias: ""Generación de contenido impresa"""
scienti,2: Producción técnica 2P: Impresa 2P3: Manual ,Manual,works,Resource Types: journal article,productos,,,,"Issue: Corresponde a Minciencias: ""Generación de contenido impresa"""
scienti,2: Producción técnica 2P: Impresa 2P4: Guía ,Artículo,works,Resource Types: journal article,productos,,,,"Issue: Corresponde a Minciencias: ""Generación de contenido impresa"""
scienti,2: Producción técnica 2P: Impresa 2P5: Metodología ,Artículo,works,Resource Types: journal article,productos,,,,"Issue: Corresponde a Minciencias: ""Generación de contenido impresa"""
scienti,2: Producción técnica 2Q: Contenido Virtual 2Q1: Página web ,,,,,,,,
scienti,2: Producción técnica 2Q: Contenido Virtual 2Q2: Portal ,,,,,,,,
scienti,2: Producción técnica 2Q: Contenido Virtual 2Q3: Micrositio ,,,,,,,,
scienti,2: Producción técnica 2Q: Contenido Virtual 2Q4: Aplicativo ,,,,,,,,
scienti,2: Producción técnica 2Q: Contenido Virtual 2Q5: Blog ,,,,,,,,
scienti,2: Producción técnica 2Q: Contenido Virtual 2Q6: Otro ,,,,,,,,
scienti,2: Producción técnica 2R: Nuevo registro científico  ,,,,,,,,
scienti,2: Producción técnica 2S: Protocolo de vigilancia epidemiológica  ,,,,,,,,
scienti,2: Producción técnica 2U: Productos nutraceúticos  ,,,,,,,,
scienti,2: Producción técnica 2V: Concepto técnico  ,,,,,,,,
scienti,2: Producción técnica 2W: Generación de contenido de audio  ,,,,,,,,
scienti,2: Producción técnica 2Y: Nueva secuencia genética  ,,,,,,,,
scienti,3: Producción artística/cultural 31: Presentaciones de obras artísticas 311: Coreográfica ,,,,,,,,
scienti,3: Producción artística/cultural 31: Presentaciones de obras artísticas 312: Literaria ,,,,,,,,
scienti,3: Producción artística/cultural 31: Presentaciones de obras artísticas 313: Musical ,,,,,,,,
scienti,3: Producción artística/cultural 31: Presentaciones de obras artísticas 314: Teatral ,,,,,,,,
scienti,3: Producción artística/cultural 31: Presentaciones de obras artísticas 319: Otro ,,,,,,,,
scienti,3: Producción artística/cultural 32: Arreglos musicales 321: Canto ,,,,,,,,
scienti,3: Producción artística/cultural 32: Arreglos musicales 323: Orquesta ,,,,,,,,
scienti,3: Producción artística/cultural 32: Arreglos musicales 329: Otro ,,,,,,,,
scienti,3: Producción artística/cultural 33: Composiciones musicales 331: Canto ,,,,,,,,
scienti,3: Producción artística/cultural 33: Composiciones musicales 332: Coral ,,,,,,,,
scienti,3: Producción artística/cultural 33: Composiciones musicales 333: Orquesta ,,,,,,,,
scienti,3: Producción artística/cultural 33: Composiciones musicales 339: Otro ,,,,,,,,
scienti,3: Producción artística/cultural 34: Cursos de corta duración 341: Extensión extracurricular ,,,,,,,,
scienti,3: Producción artística/cultural 34: Cursos de corta duración 342: Perfeccionamiento ,,,,,,,,
scienti,3: Producción artística/cultural 34: Cursos de corta duración 343: Especialización ,,,,,,,,
scienti,3: Producción artística/cultural 34: Cursos de corta duración 349: Otro ,,,,,,,,
scienti,3: Producción artística/cultural 35: Presentaciones de radio o TV 351: Danza ,,,,,,,,
scienti,3: Producción artística/cultural 35: Presentaciones de radio o TV 352: Música ,,,,,,,,
scienti,3: Producción artística/cultural 35: Presentaciones de radio o TV 353: Teatro ,,,,,,,,
scienti,3: Producción artística/cultural 35: Presentaciones de radio o TV 359: Otro ,,,,,,,,
scienti,3: Producción artística/cultural 36: Obras de artes visual 361: Cine ,,,,,,,,
scienti,3: Producción artística/cultural 36: Obras de artes visual 362: Dibujo ,,,,,,,,
scienti,3: Producción artística/cultural 36: Obras de artes visual 363: Escultura ,,,,,,,,
scienti,3: Producción artística/cultural 36: Obras de artes visual 364: Fotografía ,,,,,,,,
scienti,3: Producción artística/cultural 36: Obras de artes visual 365: Grabado ,,,,,,,,
scienti,3: Producción artística/cultural 36: Obras de artes visual 366: Instalación ,,,,,,,,
scienti,3: Producción artística/cultural 36: Obras de artes visual 367: Pintura ,,,,,,,,
scienti,3: Producción artística/cultural 36: Obras de artes visual 368: Televisión ,,,,,,,,
scienti,3: Producción artística/cultural 36: Obras de artes visual 369: Vídeo ,,,,,,,,
scienti,3: Producción artística/cultural 36: Obras de artes visual 36Z: Otro ,,,,,,,,
scienti,3: Producción artística/cultural 37: Sonorización 371: Cine ,,,,,,,,
scienti,3: Producción artística/cultural 37: Sonorización 372: Música ,,,,,,,,
scienti,3: Producción artística/cultural 37: Sonorización 373: Radio ,,,,,,,,
scienti,3: Producción artística/cultural 37: Sonorización 374: Televisión ,,,,,,,,
scienti,3: Producción artística/cultural 37: Sonorización 375: Teatro ,,,,,,,,
scienti,3A: Apropiación social del conocimiento 3A1: Proceso de Apropiación Social del Conocimiento para el fortalecimiento o solución de asuntos de interés social  ,,,,,,,,
scienti,3A: Apropiación social del conocimiento 3A2: Proceso de Apropiación Social del Conocimiento resultado del trabajo conjunto entre un Centro de Ciencia y un grupo de investigación  ,,,,,,,,
scienti,3A: Apropiación social del conocimiento 3A3: Proceso de Apropiación Social del Conocimiento para la generación de insumos de política pública y normatividad  ,,,,,,,,
scienti,3A: Apropiación social del conocimiento 3A4: Proceso de Apropiación Social del Conocimiento para el fortalecimiento de cadenas  ,,,,,,,,
scienti,3: Producción artística/cultural 3Z: Otra producción artística/cultural  ,,,,,,,,
scienti,"4A: Divulgación pública de la ciencia 4A1: Publicaciones editoriales no especializadas: cartillas, manual no especializado, periódicos, revistas, boletín, etc  ",Artículo,works,,,,,,
scienti,4A: Divulgación pública de la ciencia 4A2: Producciones de contenido digital 4A21: Audiovisuales 4A211: Cápsulas de video,,,,,,,,
scienti,4A: Divulgación pública de la ciencia 4A2: Producciones de contenido digital 4A21: Audiovisuales 4A212: Video,,,,,,,,
scienti,4A: Divulgación pública de la ciencia 4A2: Producciones de contenido digital 4A22: Sonoro 4A221: Podcast,,,,,,,,
scienti,4A: Divulgación pública de la ciencia 4A2: Producciones de contenido digital 4A22: Sonoro 4A222: Cápsulas radiales,,,,,,,,
scienti,4A: Divulgación pública de la ciencia 4A2: Producciones de contenido digital 4A22: Sonoro 4A223: Programa radial,,,,,,,,
scienti,4A: Divulgación pública de la ciencia 4A2: Producciones de contenido digital 4A23: Recursos gráficos digitales 4A231: Infografías,,,,,,,,
scienti,4A: Divulgación pública de la ciencia 4A2: Producciones de contenido digital 4A23: Recursos gráficos digitales 4A232: Videografías,,,,,,,,
scienti,4A: Divulgación pública de la ciencia 4A3: Producción de estrategias y contenidos transmedia  ,,,,,,,,
scienti,"4A: Divulgación pública de la ciencia 4A4: Desarrollos web: Páginas web-blogs, micrositios, aplicativos móviles + estrategia de Redes Sociales  ",,,,,,,,
scienti,5: Demás trabajos 51: Demás trabajos  ,,,,,,,,
scienti,5: Demás trabajos 51: Demás trabajos 511: Póster ,,,,,,,,
scienti,6: Trabajos dirigidos/Tutorías 61: Tesis de doctorado  ,Tesis de  Doctorado,works,Controlled Vocabularies for Repositories: doctoral thesis,productos,,,,
scienti,6: Trabajos dirigidos/Tutorías 62: Trabajo de grado de maestría o especialidad clínica  ,Tesis de Maestría,works,Controlled Vocabularies for Repositories: master thesis,productos,,,,
scienti,6: Trabajos dirigidos/Tutorías 63: Monografía de conclusión de curso de perfeccionamiento/especialización  ,Tesis de Especialización,works,,productos,,,,
scienti,6: Trabajos dirigidos/Tutorías 64: Trabajos de grado de pregrado  ,Tesis de Pregrado ,works,Resource Types: bachelor thesis,productos,,,,
scienti,6: Trabajos dirigidos/Tutorías 65: Iniciación Científica  ,Trabajo dirigido,works,Resource Types: working paper,productos,,,,
scienti,6: Trabajos dirigidos/Tutorías 66: Trabajos dirigidos/Tutorías de otro tipo  ,Trabajo dirigido,works,Resource Types: working paper,productos,,,,
scienti,"7: Producción en artes, arquitectura y diseño 7A: Obra o producto  ",,,,,,,,
scienti,"7: Producción en artes, arquitectura y diseño 7A1: Efímero  ",,,,,,,,
scienti,"7: Producción en artes, arquitectura y diseño 7A2: Permanente  ",,,,,,,,
scienti,"7: Producción en artes, arquitectura y diseño 7A3: Procesual  ",,,,,,,,
scienti,"7: Producción en artes, arquitectura y diseño 7B: Industrias creativas y culturales  ",,,,,,,,
scienti,8: Signos distintivos 81: Marcas  ,,,,,,,,
scienti,8: Signos distintivos 84: Nombres comerciales  ,,,,,,,,
scienti,8: Signos distintivos 85: Denominaciones de origen  ,,,,,,,,
scienti,8: Signos distintivos 87: Marcas de certificación  ,,,,,,,,
scienti,A: Datos complementarios A1: Jurado/Comisiones evaluadoras de trabajo de grado A11: Maestría ,,,,,,,,
scienti,A: Datos complementarios A1: Jurado/Comisiones evaluadoras de trabajo de grado A12: Doctorado ,,,,,,,,
scienti,A: Datos complementarios A1: Jurado/Comisiones evaluadoras de trabajo de grado A14: Curso de perfeccionamiento/especialización ,,,,,,,,
scienti,A: Datos complementarios A1: Jurado/Comisiones evaluadoras de trabajo de grado A15: Pregrado ,,,,,,,,
scienti,A: Datos complementarios A1: Jurado/Comisiones evaluadoras de trabajo de grado A16: Especialidad Médica ,,,,,,,,
scienti,A: Datos complementarios A1: Jurado/Comisiones evaluadoras de trabajo de grado A19: Otra ,,,,,,,,
scienti,A: Datos complementarios A2: Participación en comités de evaluación A21: Profesor titular ,,,,,,,,
scienti,A: Datos complementarios A2: Participación en comités de evaluación A22: Concurso docente ,,,,,,,,
scienti,A: Datos complementarios A2: Participación en comités de evaluación A23: Jefe de cátedra ,,,,,,,,
scienti,A: Datos complementarios A2: Participación en comités de evaluación A24: Evaluación de cursos ,,,,,,,,
scienti,A: Datos complementarios A2: Participación en comités de evaluación A25: Acreditación de programas ,,,,,,,,
scienti,A: Datos complementarios A2: Participación en comités de evaluación A26: Asignación de becas ,,,,,,,,
scienti,A: Datos complementarios A2: Participación en comités de evaluación A29: Otra ,,,,,,,,
scienti,CC,,projects,,,,,,
scienti,CR,,projects,,,,,,CR = Investigación-Creación
scienti,EX,,projects,,,,,,EX = extensión y responsabilidad social 
scienti,IC,,projects,,,,,,
scienti,ID,,projects,,,,,,ID = investigación y desarrollo 
scienti,IN,,projects,,,,,,"IN = investigación, desarrollo e innovación"
scienti,PF,,projects,,,,,,
scienti,MI,,patents,,,,,,MI: Modelo Industrial
scienti,MU,,patents,,,,,,MU: Modelo de Utilidad
scienti,OU,,patents,,,,,,OU: Otra
scienti,PE,,patents,,,,,,PE: Exterior
scienti,PI,,patents,,,,,,PI: invención
scienti,PIV,,patents,,,,,,
scienti,RC,,works_misc,,,,,,RC = red de conocimiento
scienti,CG,,events,,,,,,CG - Congreso
scienti,EN,,events,,,,,,EN - Encuentro
scienti,SE,,events,,,,,,SE - Seminario
scienti,SI,,events,,,,,,SI - Simposio
scienti,TC,,events,,,,,,TC - Taller creativo
scienti,AA,,events,,,,,,AA: Artístico de arquitectura o diseño
scienti,AB,,events,,,,,,"AB: Académico sobre arte, arquitectura o diseño"
scienti,AC,,events,,,,,,AC: Artístico-académico
scienti,AD,,events,,,,,,AD: Artístico-didáctico
scienti,AE,,events,,,,,,AE: Artefacto que acompaña la comunicación de las creaciones
scienti,AF,,events,,,,,,AF: Circulación en procesos y programas artísticos pedagógicos y didácticos
scienti,AG,,events,,,,,,AG: Circulación en procesos y programas comunitarios y sociales.
scienti,OT,,events,,,,,,
scienti,TA,,events,,,,,,
siiu,1:Investigación 11:Aplicada,,projects,,,,,,
siiu,1:Investigación 12:Básica,,projects,,,,,,
siiu,2:Extensión 23:Responsabilidad e Innovación Social,,projects,,,,,,
siiu,2:Extensión 25:Cultura y Patrimonio,,projects,,,,,,
siiu,2:Extensión 26:Innovación,,projects,,,,,,
ciarp_udea,Articulo corto publicado en libro de texto,Capítulo de libro,works,Controlled Vocabularies for Repositories: book part,productos,,,,
ciarp_udea,Articulo corto publicado en libro resultado de investigacion,Capítulo de libro,works,Controlled Vocabularies for Repositories: book part,productos,,,,
ciarp_udea,Articulo corto publicado en revista Tipo A1,Artículo corto,works,Controlled Vocabularies for Repositories: letter,productos,,,,
ciarp_udea,Articulo corto publicado en revista Tipo A2,Artículo corto,works,Controlled Vocabularies for Repositories: letter,productos,,,,
ciarp_udea,Articulo corto publicado en revista Tipo B1,Artículo corto,works,Controlled Vocabularies for Repositories: letter,productos,,,,
ciarp_udea,Articulo corto publicado en revista Tipo C1,Artículo corto,works,Controlled Vocabularies for Repositories: letter,productos,,,,
ciarp_udea,Articulo en revista de difusion internacional. Categoria A,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Articulo en revista nacional de difusion local,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Articulo en revista nacional de difusion nacional,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Articulo en revista Tipo A1,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Articulo en revista Tipo A2,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Articulo en revista Tipo B,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Articulo en revista Tipo B2,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Articulo en revista Tipo C,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Articulos nacionales publicados ante del 28/03/2003,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Capitulo de libro de ensayo,Capítulo de libro,works,Controlled Vocabularies for Repositories: book part,productos,,,,
ciarp_udea,Capitulo de libro de texto,Capítulo de libro,works,Controlled Vocabularies for Repositories: book part,productos,,,,
ciarp_udea,Capitulo de libro resultado de investigacion,Capítulo de libro,works,Controlled Vocabularies for Repositories: book part,productos,,,,
ciarp_udea,Capitulo de libro Tipo B,Capítulo de libro,works,Controlled Vocabularies for Repositories: book part,productos,,,,
ciarp_udea,Capitulo de obra artistica,Capítulo de libro,works,Controlled Vocabularies for Repositories: book part,productos,,,,
ciarp_udea,Capitulo de obra artistica nacional,Capítulo de libro,works,Controlled Vocabularies for Repositories: book part,productos,,,,
ciarp_udea,Carta al editor en revista tipo A1,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Carta al editor en revista tipo A2,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Carta al editor en revista tipo B,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Carta al editor en revista tipo C,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Composicion musica de camara nacional,,works_misc,,,,,,
ciarp_udea,Composicion musical musica de camara,,works_misc,,,,,,
ciarp_udea,Comunicacion corta en revista Tipo A1,Artículo corto,works,Controlled Vocabularies for Repositories: letter,productos,,,,
ciarp_udea,Comunicacion corta en revista Tipo A2,Artículo corto,works,Controlled Vocabularies for Repositories: letter,productos,,,,
ciarp_udea,Comunicacion corta en revista Tipo B,Artículo corto,works,Controlled Vocabularies for Repositories: letter,productos,,,,
ciarp_udea,Comunicacion corta en revista Tipo C,Artículo corto,works,Controlled Vocabularies for Repositories: letter,productos,,,,
ciarp_udea,Cuento o relato de difusion nacional,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Direccion de trabajo de grado de doctorado,,works_misc,,,,,,
ciarp_udea,Direccion de trabajo de grado de especializacion medica(),,works_misc,,,,,,
ciarp_udea,Direccion de trabajo de grado de maestria,,works_misc,,,,,,
ciarp_udea,Director de actores en obra de teatro,,works_misc,,,,,,
ciarp_udea,Editorial en revista tipo A1,Editorial,works,Controlled Vocabularies for Repositories: editorial,productos,,,,
ciarp_udea,Editorial en revista tipo A2,Editorial,works,Controlled Vocabularies for Repositories: editorial,productos,,,,
ciarp_udea,Editorial en revista tipo B,Editorial,works,Controlled Vocabularies for Repositories: editorial,productos,,,,
ciarp_udea,Editorial en revista tipo C,Editorial,works,Controlled Vocabularies for Repositories: editorial,productos,,,,
ciarp_udea,Estidio posdoctoral,,works_misc,,,,,,
ciarp_udea,Impreso universitario,Manual,works,Controlled Vocabularies for Repositories: editorial,productos,,,,
ciarp_udea,Interpretacion de impacto internacional,,works_misc,,,,,,
ciarp_udea,Interpretacion de impacto local,,works_misc,,,,,,
ciarp_udea,Interpretacion de impacto nacional,,works_misc,,,,,,
ciarp_udea,Libro de ensayo,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Libro de ensayo por capitulos,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Libro de investigacion por capitulos resolucion 01 14/03/2018,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Libro de literatura categoria A,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Libro de texto,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Libro de texto por capitulos,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Libro resultado de investigacion,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Libro resultado de investigacion por capitulos,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Libro resultado de tesis doctoral categoria A,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Libro resultado de tesis doctoral categoria B,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Obra de creacion complementaria internacional.,,works_misc,,,,,,
ciarp_udea,Obra de creacion complementaria o de apoyo local,,works_misc,,,,,,
ciarp_udea,Obra de creacion complementaria o de apoyo Nacional,,works_misc,,,,,,
ciarp_udea,Obra de creacion original artistica internacional,,works_misc,,,,,,
ciarp_udea,Obra de creacion original artistica local,,works_misc,,,,,,
ciarp_udea,Obra de creacion original artistica nacional,,works_misc,,,,,,
ciarp_udea,PATENTE A4 VIA TRADICIONAL SIN PRODUCTO Y SIN CONTRATO,,patents,,,,,,
ciarp_udea,PATENTE DE INVENCION,,patents,,,,,,
ciarp_udea,Patente. Categoria A,,patents,,,,,,
ciarp_udea,Ponencia de extension intermedia en evento internacional (),,events,,,,,,
ciarp_udea,Ponencia de extension intermedia en evento nacional (),,events,,,,,,
ciarp_udea,Ponencia de extension intermedia latinoameric o de 1 cont (),,events,,,,,,
ciarp_udea,Ponencia en extenso en evento iberoamericano (),,events,,,,,,
ciarp_udea,Ponencia en extenso en evento internacional,,events,,,,,,
ciarp_udea,Ponencia en extenso en evento latinoamericano (),,events,,,,,,
ciarp_udea,Ponencia en extenso en evento local,,events,,,,,,
ciarp_udea,Ponencia en extenso en evento nacional,,events,,,,,,
ciarp_udea,Premio internacional,,works_misc,,,,,,
ciarp_udea,Premio Internacional  C,,works_misc,,,,,,
ciarp_udea,Premio internacional B,,works_misc,,,,,,
ciarp_udea,Premio internacional D,,works_misc,,,,,,
ciarp_udea,Premio nacional,,works_misc,,,,,,
ciarp_udea,Premio nacional B,,works_misc,,,,,,
ciarp_udea,Premio nacional C,,works_misc,,,,,,
ciarp_udea,Premio nacional D,,works_misc,,,,,,
ciarp_udea,Produccion Academica Especial,,works_misc,,,,,,
ciarp_udea,Produccion especial para bonificacion,,works_misc,,,,,,
ciarp_udea,Produccion fonografica didiactica local,,works_misc,,,,,,
ciarp_udea,Produccion fonografica documental local,,works_misc,,,,,,
ciarp_udea,Produccion fonografica nacional,,works_misc,,,,,,
ciarp_udea,Produccion radiografica de difusion local,,works_misc,,,,,,
ciarp_udea,Producto tecnologico de adaptacion,,works_misc,,,,,,
ciarp_udea,Producto tecnologico de innovacion,,works_misc,,,,,,
ciarp_udea,Puntaje Asignado a Profesor Visitante,,works_misc,,,,,,
ciarp_udea,Reporte de caso en libro,Capítulo de libro,works,Controlled Vocabularies for Repositories: book part,productos,,,,
ciarp_udea,Reporte de caso en libro de texto,Capítulo de libro,works,Controlled Vocabularies for Repositories: book part,productos,,,,
ciarp_udea,Reporte de caso en libro resultado de investigacion,Capítulo de libro,works,Controlled Vocabularies for Repositories: book part,productos,,,,
ciarp_udea,Reporte de caso en revista Tipo A1,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Reporte de caso en revista Tipo A2,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Reporte de caso en revista Tipo B,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Reporte de caso en revista Tipo C,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Resena critica,Otro,works,,productos,,,,Prioridad OpenAlex
ciarp_udea,Resumen de ponencia en evento iberoamericano o de 2 continet,,events,,,,,,
ciarp_udea,Resumen de ponencia en evento internacional (),,events,,,,,,
ciarp_udea,Resumen de ponencia en evento latinoamerican o de 1 continet,,events,,,,,,
ciarp_udea,Resumen de ponencia en evento nacional (),,events,,,,,,
ciarp_udea,Revision de tema en libro de difusion nacional-intenacional,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Revision de tema en libro de texto,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Revision de tema en libro resultado de investigacion,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Revision de tema en revista Tipo A1,Artículo de revisión,works,Resource Types: journal article,productos,,,,
ciarp_udea,Revision de tema en revista Tipo A2,Artículo de revisión,works,Resource Types: journal article,productos,,,,
ciarp_udea,Revision de tema en revista Tipo B,Artículo de revisión,works,Resource Types: journal article,productos,,,,
ciarp_udea,Revision de tema en revista Tipo C,Artículo de revisión,works,Resource Types: journal article,productos,,,,
ciarp_udea,Software de produccion cientifica,,works_misc,,,,,,
ciarp_udea,Software de produccion tecnologica,,works_misc,,,,,,
ciarp_udea,Traduccion Articulo,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Traduccion Articulo de revista o libro de difusion nal o reg,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Traduccion de articulo o capitulo de libro,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_udea,Traduccion de Libro,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_udea,Video  didactico internacional,,works_misc,,,,,,
ciarp_udea,Video  didactico nacional,,works_misc,,,,,,
